row_id,dname_drug1,dname_drug2,cell_line_name,disease_cui
550,Vorinostat,Sorafenib,A549,C0152013
551,celecoxib,anastrozole,HT29,C0338106
552,letrozole,6-Mercaptopurine,MCF7,C1134719
553,mitoxantrone,Dasatinib,A549,C0152013
554,Dasatinib,Lapatinib,MCF7,C1134719
555,letrozole,thalidomide,HT29,C0338106
556,celecoxib,allopurinol,HT29,C0338106
557,Romidepsin,Ixabepilone,HT29,C0338106
558,raloxifene,5-Fluorouracil,HT29,C0338106
559,Sorafenib,allopurinol,HT29,C0338106
560,raloxifene,thalidomide,MCF7,C1134719
561,thalidomide,Ixabepilone,HT29,C0338106
562,Ixabepilone,Bortezomib,HT29,C0338106
563,Nilotinib,thalidomide,MCF7,C1134719
564,Vorinostat,Dasatinib,HT29,C0338106
565,anastrozole,Romidepsin,MCF7,C1134719
566,Imatinib,Nilotinib,MCF7,C1134719
567,raloxifene,thalidomide,HT29,C0338106
568,raloxifene,allopurinol,HT29,C0338106
569,Lapatinib,thalidomide,MCF7,C1134719
570,Lapatinib,Sunitinib,A549,C0152013
571,raloxifene,Bortezomib,MCF7,C1134719
572,Lapatinib,anastrozole,MCF7,C1134719
573,Sorafenib,Pralatrexate,MCF7,C1134719
574,Dasatinib,Lapatinib,A549,C0152013
575,Nilotinib,Sorafenib,A549,C0152013
576,Imatinib,Vorinostat,MCF7,C1134719
577,Romidepsin,Sorafenib,HT29,C0338106
578,letrozole,Sunitinib,HT29,C0338106
579,raloxifene,Dasatinib,MCF7,C1134719
580,allopurinol,Ixabepilone,HT29,C0338106
581,anastrozole,allopurinol,MCF7,C1134719
582,Dasatinib,anastrozole,HT29,C0338106
583,Sunitinib,anastrozole,HT29,C0338106
584,Imatinib,Dasatinib,MCF7,C1134719
585,raloxifene,Vandetanib,HT29,C0338106
586,Dasatinib,allopurinol,MCF7,C1134719
587,Nilotinib,allopurinol,HT29,C0338106
588,anastrozole,thalidomide,MCF7,C1134719
589,Dasatinib,Ixabepilone,MCF7,C1134719
590,Imatinib,6-Mercaptopurine,MCF7,C1134719
591,celecoxib,Romidepsin,MCF7,C1134719
592,raloxifene,Nilotinib,HT29,C0338106
593,Imatinib,Bortezomib,HT29,C0338106
594,Gefitinib,Dasatinib,HT29,C0338106
595,letrozole,Ixabepilone,MCF7,C1134719
596,Nilotinib,Romidepsin,MCF7,C1134719
597,Imatinib,Romidepsin,MCF7,C1134719
598,Sunitinib,Ixabepilone,MCF7,C1134719
599,Lapatinib,Sorafenib,HT29,C0338106
600,Vorinostat,IMIQUIMOD,MCF7,C1134719
601,Imatinib,Bortezomib,MCF7,C1134719
602,allopurinol,Bortezomib,HT29,C0338106
603,Vorinostat,6-Mercaptopurine,MCF7,C1134719
604,Vorinostat,anastrozole,MCF7,C1134719
605,Romidepsin,allopurinol,HT29,C0338106
606,anastrozole,Nilotinib,HT29,C0338106
607,raloxifene,Pralatrexate,MCF7,C1134719
608,6-Mercaptopurine,thalidomide,HT29,C0338106
609,Sunitinib,6-Mercaptopurine,HT29,C0338106
610,raloxifene,5-Fluorouracil,MCF7,C1134719
611,Nilotinib,IMIQUIMOD,MCF7,C1134719
612,Vorinostat,Sunitinib,MCF7,C1134719
613,allopurinol,IMIQUIMOD,MCF7,C1134719
614,celecoxib,Vorinostat,HT29,C0338106
615,Nilotinib,Bortezomib,HT29,C0338106
616,celecoxib,Vorinostat,MCF7,C1134719
617,Lenalidomide,Dasatinib,HT29,C0338106
618,letrozole,thalidomide,MCF7,C1134719
619,letrozole,Sunitinib,MCF7,C1134719
620,letrozole,celecoxib,HT29,C0338106
621,hydroxyurea,allopurinol,HT29,C0338106
622,celecoxib,hydroxyurea,MCF7,C1134719
623,hydroxyurea,Pralatrexate,MCF7,C1134719
624,Pralatrexate,allopurinol,HT29,C0338106
625,anastrozole,Ixabepilone,HT29,C0338106
626,Romidepsin,hydroxyurea,HT29,C0338106
627,6-Mercaptopurine,Ixabepilone,MCF7,C1134719
628,hydroxyurea,Bortezomib,MCF7,C1134719
629,Romidepsin,Pralatrexate,MCF7,C1134719
630,raloxifene,Lenalidomide,HT29,C0338106
631,raloxifene,Romidepsin,MCF7,C1134719
632,celecoxib,anastrozole,MCF7,C1134719
633,raloxifene,Lapatinib,MCF7,C1134719
634,Sunitinib,Bortezomib,MCF7,C1134719
635,Imatinib,Pralatrexate,MCF7,C1134719
636,IMIQUIMOD,Ixabepilone,MCF7,C1134719
637,allopurinol,IMIQUIMOD,HT29,C0338106
638,Nilotinib,Vorinostat,MCF7,C1134719
639,Sunitinib,thalidomide,MCF7,C1134719
640,hydroxyurea,Ixabepilone,HT29,C0338106
641,Imatinib,Sunitinib,MCF7,C1134719
642,Romidepsin,anastrozole,MCF7,C1134719
643,letrozole,Dasatinib,MCF7,C1134719
644,celecoxib,Sorafenib,HT29,C0338106
645,letrozole,anastrozole,HT29,C0338106
646,celecoxib,Ixabepilone,HT29,C0338106
647,Imatinib,Lapatinib,MCF7,C1134719
648,celecoxib,6-Mercaptopurine,HT29,C0338106
649,anastrozole,Romidepsin,HT29,C0338106
650,Romidepsin,Dasatinib,HT29,C0338106
651,hydroxyurea,thalidomide,HT29,C0338106
652,Imatinib,Sorafenib,MCF7,C1134719
653,Vorinostat,Dasatinib,MCF7,C1134719
654,Imatinib,Sunitinib,A549,C0152013
655,Lapatinib,Bortezomib,HT29,C0338106
656,Romidepsin,thalidomide,MCF7,C1134719
657,raloxifene,Vorinostat,HT29,C0338106
658,Vorinostat,Lapatinib,A549,C0152013
659,6-Mercaptopurine,IMIQUIMOD,HT29,C0338106
660,Romidepsin,6-Mercaptopurine,HT29,C0338106
661,letrozole,Bortezomib,MCF7,C1134719
662,Pralatrexate,Bortezomib,MCF7,C1134719
663,letrozole,Imatinib,HT29,C0338106
664,Romidepsin,Sorafenib,MCF7,C1134719
665,IMIQUIMOD,Ixabepilone,HT29,C0338106
666,Dasatinib,hydroxyurea,HT29,C0338106
667,IMIQUIMOD,Bortezomib,MCF7,C1134719
668,Vemurafenib,Vandetanib,A549,C0152013
669,Vemurafenib,Vandetanib,HT29,C0338106
670,Vemurafenib,Vandetanib,MCF7,C1134719
671,Vismodegib,Vandetanib,MCF7,C1134719
672,Vismodegib,Vandetanib,HT29,C0338106
673,Crizotinib,Vandetanib,MCF7,C1134719
674,Crizotinib,Vandetanib,A549,C0152013
675,Crizotinib,Vandetanib,HT29,C0338106
676,Ruxolitinib,Vandetanib,MCF7,C1134719
677,Ruxolitinib,Vandetanib,HT29,C0338106
678,Ruxolitinib,Vandetanib,A549,C0152013
679,Gefitinib,Ixabepilone,MCF7,C1134719
680,Gefitinib,Ixabepilone,HT29,C0338106
681,Vandetanib,Ixabepilone,HT29,C0338106
682,Vandetanib,Ixabepilone,MCF7,C1134719
683,Crizotinib,Ixabepilone,MCF7,C1134719
684,Crizotinib,Ixabepilone,HT29,C0338106
685,Vismodegib,Ixabepilone,HT29,C0338106
686,Vismodegib,Ixabepilone,MCF7,C1134719
687,Ruxolitinib,Ixabepilone,MCF7,C1134719
688,Ruxolitinib,Ixabepilone,HT29,C0338106
689,5-Fluorouracil,Bortezomib,MCF7,C1134719
690,5-Fluorouracil,Bortezomib,HT29,C0338106
691,Vemurafenib,Ixabepilone,HT29,C0338106
692,Vemurafenib,Ixabepilone,MCF7,C1134719
693,Lenalidomide,Ixabepilone,MCF7,C1134719
694,Lenalidomide,Ixabepilone,HT29,C0338106
695,Gefitinib,celecoxib,HT29,C0338106
696,Gefitinib,celecoxib,MCF7,C1134719
697,Lenalidomide,celecoxib,HT29,C0338106
698,Lenalidomide,celecoxib,MCF7,C1134719
699,mitoxantrone,IMIQUIMOD,HT29,C0338106
700,mitoxantrone,IMIQUIMOD,MCF7,C1134719
701,Vemurafenib,celecoxib,MCF7,C1134719
702,Vemurafenib,celecoxib,HT29,C0338106
703,Crizotinib,celecoxib,HT29,C0338106
704,Crizotinib,celecoxib,MCF7,C1134719
705,Vismodegib,celecoxib,MCF7,C1134719
706,Vismodegib,celecoxib,HT29,C0338106
707,Vandetanib,celecoxib,MCF7,C1134719
708,Vandetanib,celecoxib,HT29,C0338106
709,Ruxolitinib,celecoxib,HT29,C0338106
710,Ruxolitinib,celecoxib,MCF7,C1134719
711,mitoxantrone,celecoxib,MCF7,C1134719
712,mitoxantrone,celecoxib,HT29,C0338106
713,Gefitinib,Romidepsin,MCF7,C1134719
714,Gefitinib,Romidepsin,HT29,C0338106
715,Vismodegib,Romidepsin,HT29,C0338106
716,Vismodegib,Romidepsin,MCF7,C1134719
717,Crizotinib,Romidepsin,HT29,C0338106
718,Crizotinib,Romidepsin,MCF7,C1134719
719,Vandetanib,Romidepsin,HT29,C0338106
720,Vandetanib,Romidepsin,MCF7,C1134719
721,Ruxolitinib,Romidepsin,MCF7,C1134719
722,Ruxolitinib,Romidepsin,HT29,C0338106
723,5-Fluorouracil,celecoxib,MCF7,C1134719
724,5-Fluorouracil,celecoxib,HT29,C0338106
725,Lenalidomide,Romidepsin,MCF7,C1134719
726,Lenalidomide,Romidepsin,HT29,C0338106
727,Vemurafenib,Romidepsin,HT29,C0338106
728,Vemurafenib,Romidepsin,MCF7,C1134719
729,mitoxantrone,Vemurafenib,A549,C0152013
730,mitoxantrone,Vemurafenib,HT29,C0338106
731,mitoxantrone,Vemurafenib,MCF7,C1134719
732,mitoxantrone,Lapatinib,HT29,C0338106
733,mitoxantrone,Lapatinib,A549,C0152013
734,mitoxantrone,Lapatinib,MCF7,C1134719
735,Gefitinib,mitoxantrone,MCF7,C1134719
736,Gefitinib,mitoxantrone,HT29,C0338106
737,Gefitinib,mitoxantrone,A549,C0152013
738,Vemurafenib,Sorafenib,HT29,C0338106
739,Vemurafenib,Sorafenib,A549,C0152013
740,Vemurafenib,Sorafenib,MCF7,C1134719
741,Lenalidomide,Sorafenib,MCF7,C1134719
742,Lenalidomide,Sorafenib,HT29,C0338106
743,Vandetanib,Sorafenib,HT29,C0338106
744,Vandetanib,Sorafenib,A549,C0152013
745,Vandetanib,Sorafenib,MCF7,C1134719
746,Vismodegib,Sorafenib,HT29,C0338106
747,Vismodegib,Sorafenib,MCF7,C1134719
748,Crizotinib,Sorafenib,MCF7,C1134719
749,Crizotinib,Sorafenib,A549,C0152013
750,Crizotinib,Sorafenib,HT29,C0338106
751,Vandetanib,mitoxantrone,HT29,C0338106
752,Vandetanib,mitoxantrone,A549,C0152013
753,Vandetanib,mitoxantrone,MCF7,C1134719
754,Ruxolitinib,Sorafenib,MCF7,C1134719
755,Ruxolitinib,Sorafenib,HT29,C0338106
756,Ruxolitinib,Sorafenib,A549,C0152013
757,Crizotinib,mitoxantrone,MCF7,C1134719
758,Crizotinib,mitoxantrone,A549,C0152013
759,Crizotinib,mitoxantrone,HT29,C0338106
760,Vismodegib,mitoxantrone,HT29,C0338106
761,Vismodegib,mitoxantrone,MCF7,C1134719
762,Gefitinib,Bortezomib,HT29,C0338106
763,Gefitinib,Bortezomib,MCF7,C1134719
764,Ruxolitinib,mitoxantrone,MCF7,C1134719
765,Ruxolitinib,mitoxantrone,HT29,C0338106
766,Ruxolitinib,mitoxantrone,A549,C0152013
767,Vemurafenib,mitoxantrone,HT29,C0338106
768,Vemurafenib,mitoxantrone,A549,C0152013
769,Vemurafenib,mitoxantrone,MCF7,C1134719
770,Lenalidomide,mitoxantrone,MCF7,C1134719
771,Lenalidomide,mitoxantrone,HT29,C0338106
772,Gefitinib,Sorafenib,MCF7,C1134719
773,Gefitinib,Sorafenib,HT29,C0338106
774,Gefitinib,Sorafenib,A549,C0152013
775,Ruxolitinib,Bortezomib,HT29,C0338106
776,Ruxolitinib,Bortezomib,MCF7,C1134719
777,Crizotinib,Bortezomib,HT29,C0338106
778,Crizotinib,Bortezomib,MCF7,C1134719
779,Vismodegib,Bortezomib,MCF7,C1134719
780,Vismodegib,Bortezomib,HT29,C0338106
781,Vandetanib,Bortezomib,MCF7,C1134719
782,Vandetanib,Bortezomib,HT29,C0338106
783,Lenalidomide,Bortezomib,HT29,C0338106
784,Lenalidomide,Bortezomib,MCF7,C1134719
785,Vemurafenib,Bortezomib,MCF7,C1134719
786,Vemurafenib,Bortezomib,HT29,C0338106
787,5-Fluorouracil,Romidepsin,MCF7,C1134719
788,5-Fluorouracil,Romidepsin,HT29,C0338106
789,5-Fluorouracil,Lapatinib,HT29,C0338106
790,5-Fluorouracil,Lapatinib,MCF7,C1134719
791,Lenalidomide,Crizotinib,HT29,C0338106
792,Lenalidomide,Crizotinib,MCF7,C1134719
793,Vemurafenib,Crizotinib,MCF7,C1134719
794,Vemurafenib,Crizotinib,A549,C0152013
795,Vemurafenib,Crizotinib,HT29,C0338106
796,Vismodegib,Crizotinib,MCF7,C1134719
797,Vismodegib,Crizotinib,HT29,C0338106
798,Vandetanib,Crizotinib,MCF7,C1134719
799,Vandetanib,Crizotinib,A549,C0152013
800,Vandetanib,Crizotinib,HT29,C0338106
801,Ruxolitinib,Crizotinib,A549,C0152013
802,Ruxolitinib,Crizotinib,HT29,C0338106
803,Ruxolitinib,Crizotinib,MCF7,C1134719
804,Gefitinib,Crizotinib,HT29,C0338106
805,Gefitinib,Crizotinib,A549,C0152013
806,Gefitinib,Crizotinib,MCF7,C1134719
807,mitoxantrone,Romidepsin,HT29,C0338106
808,mitoxantrone,Romidepsin,MCF7,C1134719
809,mitoxantrone,Crizotinib,MCF7,C1134719
810,mitoxantrone,Crizotinib,A549,C0152013
811,mitoxantrone,Crizotinib,HT29,C0338106
812,mitoxantrone,Sorafenib,HT29,C0338106
813,mitoxantrone,Sorafenib,A549,C0152013
814,mitoxantrone,Sorafenib,MCF7,C1134719
815,Vandetanib,Lapatinib,HT29,C0338106
816,Vandetanib,Lapatinib,A549,C0152013
817,Vandetanib,Lapatinib,MCF7,C1134719
818,Vismodegib,Lapatinib,HT29,C0338106
819,Vismodegib,Lapatinib,MCF7,C1134719
820,Crizotinib,Lapatinib,MCF7,C1134719
821,Crizotinib,Lapatinib,A549,C0152013
822,Crizotinib,Lapatinib,HT29,C0338106
823,Ruxolitinib,Lapatinib,MCF7,C1134719
824,Ruxolitinib,Lapatinib,HT29,C0338106
825,Ruxolitinib,Lapatinib,A549,C0152013
826,Vemurafenib,Lapatinib,MCF7,C1134719
827,Vemurafenib,Lapatinib,A549,C0152013
828,Vemurafenib,Lapatinib,HT29,C0338106
829,5-Fluorouracil,6-Mercaptopurine,HT29,C0338106
830,5-Fluorouracil,6-Mercaptopurine,MCF7,C1134719
831,Lenalidomide,Lapatinib,MCF7,C1134719
832,Lenalidomide,Lapatinib,HT29,C0338106
833,Gefitinib,Lapatinib,MCF7,C1134719
834,Gefitinib,Lapatinib,HT29,C0338106
835,Gefitinib,Lapatinib,A549,C0152013
836,mitoxantrone,Imatinib,HT29,C0338106
837,mitoxantrone,Imatinib,A549,C0152013
838,mitoxantrone,Imatinib,MCF7,C1134719
839,5-Fluorouracil,Crizotinib,MCF7,C1134719
840,5-Fluorouracil,Crizotinib,HT29,C0338106
841,5-Fluorouracil,Sorafenib,HT29,C0338106
842,5-Fluorouracil,Sorafenib,MCF7,C1134719
843,mitoxantrone,6-Mercaptopurine,HT29,C0338106
844,mitoxantrone,6-Mercaptopurine,MCF7,C1134719
845,5-Fluorouracil,Imatinib,HT29,C0338106
846,5-Fluorouracil,Imatinib,MCF7,C1134719
847,Gefitinib,6-Mercaptopurine,MCF7,C1134719
848,Gefitinib,6-Mercaptopurine,HT29,C0338106
849,Ruxolitinib,6-Mercaptopurine,MCF7,C1134719
850,Ruxolitinib,6-Mercaptopurine,HT29,C0338106
851,Vandetanib,6-Mercaptopurine,HT29,C0338106
852,Vandetanib,6-Mercaptopurine,MCF7,C1134719
853,Crizotinib,6-Mercaptopurine,MCF7,C1134719
854,Crizotinib,6-Mercaptopurine,HT29,C0338106
855,Vismodegib,6-Mercaptopurine,HT29,C0338106
856,Vismodegib,6-Mercaptopurine,MCF7,C1134719
857,Vemurafenib,6-Mercaptopurine,HT29,C0338106
858,Vemurafenib,6-Mercaptopurine,MCF7,C1134719
859,Lenalidomide,6-Mercaptopurine,MCF7,C1134719
860,Lenalidomide,6-Mercaptopurine,HT29,C0338106
861,Gefitinib,thalidomide,HT29,C0338106
862,Gefitinib,thalidomide,MCF7,C1134719
863,Vismodegib,Ruxolitinib,MCF7,C1134719
864,Vismodegib,Ruxolitinib,HT29,C0338106
865,Crizotinib,Ruxolitinib,A549,C0152013
866,Crizotinib,Ruxolitinib,HT29,C0338106
867,Crizotinib,Ruxolitinib,MCF7,C1134719
868,Vandetanib,Ruxolitinib,MCF7,C1134719
869,Vandetanib,Ruxolitinib,HT29,C0338106
870,Vandetanib,Ruxolitinib,A549,C0152013
871,Vismodegib,Gefitinib,HT29,C0338106
872,Vismodegib,Gefitinib,MCF7,C1134719
873,Crizotinib,Gefitinib,A549,C0152013
874,Crizotinib,Gefitinib,HT29,C0338106
875,Crizotinib,Gefitinib,MCF7,C1134719
876,Vandetanib,Gefitinib,A549,C0152013
877,Vandetanib,Gefitinib,HT29,C0338106
878,Vandetanib,Gefitinib,MCF7,C1134719
879,Ruxolitinib,Gefitinib,MCF7,C1134719
880,Ruxolitinib,Gefitinib,A549,C0152013
881,Ruxolitinib,Gefitinib,HT29,C0338106
882,Vemurafenib,Ruxolitinib,MCF7,C1134719
883,Vemurafenib,Ruxolitinib,HT29,C0338106
884,Vemurafenib,Ruxolitinib,A549,C0152013
885,Gefitinib,Imatinib,MCF7,C1134719
886,Gefitinib,Imatinib,HT29,C0338106
887,Gefitinib,Imatinib,A549,C0152013
888,Lenalidomide,Imatinib,MCF7,C1134719
889,Lenalidomide,Imatinib,HT29,C0338106
890,Lenalidomide,Gefitinib,MCF7,C1134719
891,Lenalidomide,Gefitinib,HT29,C0338106
892,Vemurafenib,Imatinib,MCF7,C1134719
893,Vemurafenib,Imatinib,A549,C0152013
894,Vemurafenib,Imatinib,HT29,C0338106
895,Vismodegib,Imatinib,HT29,C0338106
896,Vismodegib,Imatinib,MCF7,C1134719
897,Vemurafenib,Gefitinib,A549,C0152013
898,Vemurafenib,Gefitinib,HT29,C0338106
899,Vemurafenib,Gefitinib,MCF7,C1134719
900,Crizotinib,Imatinib,MCF7,C1134719
901,Crizotinib,Imatinib,A549,C0152013
902,Crizotinib,Imatinib,HT29,C0338106
903,Vandetanib,Imatinib,HT29,C0338106
904,Vandetanib,Imatinib,A549,C0152013
905,Vandetanib,Imatinib,MCF7,C1134719
906,Ruxolitinib,Imatinib,MCF7,C1134719
907,Ruxolitinib,Imatinib,HT29,C0338106
908,Ruxolitinib,Imatinib,A549,C0152013
909,Lenalidomide,thalidomide,HT29,C0338106
910,Lenalidomide,thalidomide,MCF7,C1134719
911,5-Fluorouracil,Sunitinib,HT29,C0338106
912,5-Fluorouracil,Sunitinib,MCF7,C1134719
913,Vemurafenib,thalidomide,MCF7,C1134719
914,Vemurafenib,thalidomide,HT29,C0338106
915,Ruxolitinib,thalidomide,HT29,C0338106
916,Ruxolitinib,thalidomide,MCF7,C1134719
917,Vemurafenib,Vismodegib,HT29,C0338106
918,Vemurafenib,Vismodegib,MCF7,C1134719
919,Ruxolitinib,Vismodegib,MCF7,C1134719
920,Ruxolitinib,Vismodegib,HT29,C0338106
921,Vandetanib,Vismodegib,MCF7,C1134719
922,Vandetanib,Vismodegib,HT29,C0338106
923,Crizotinib,Vismodegib,MCF7,C1134719
924,Crizotinib,Vismodegib,HT29,C0338106
925,Vismodegib,thalidomide,MCF7,C1134719
926,Vismodegib,thalidomide,HT29,C0338106
927,Crizotinib,thalidomide,MCF7,C1134719
928,Crizotinib,thalidomide,HT29,C0338106
929,Vandetanib,thalidomide,MCF7,C1134719
930,Vandetanib,thalidomide,HT29,C0338106
931,Vemurafenib,Dasatinib,HT29,C0338106
932,Vemurafenib,Dasatinib,A549,C0152013
933,Vemurafenib,Dasatinib,MCF7,C1134719
934,5-Fluorouracil,IMIQUIMOD,MCF7,C1134719
935,5-Fluorouracil,IMIQUIMOD,HT29,C0338106
936,Vismodegib,Dasatinib,HT29,C0338106
937,Vismodegib,Dasatinib,MCF7,C1134719
938,Crizotinib,Dasatinib,MCF7,C1134719
939,Crizotinib,Dasatinib,A549,C0152013
940,Crizotinib,Dasatinib,HT29,C0338106
941,Vandetanib,Dasatinib,HT29,C0338106
942,Vandetanib,Dasatinib,A549,C0152013
943,Vandetanib,Dasatinib,MCF7,C1134719
944,5-Fluorouracil,Vemurafenib,HT29,C0338106
945,5-Fluorouracil,Vemurafenib,MCF7,C1134719
946,Ruxolitinib,Dasatinib,MCF7,C1134719
947,Ruxolitinib,Dasatinib,HT29,C0338106
948,Ruxolitinib,Dasatinib,A549,C0152013
949,mitoxantrone,thalidomide,MCF7,C1134719
950,mitoxantrone,thalidomide,HT29,C0338106
951,Gefitinib,Sunitinib,MCF7,C1134719
952,Gefitinib,Sunitinib,HT29,C0338106
953,Gefitinib,Sunitinib,A549,C0152013
954,Gefitinib,Vemurafenib,MCF7,C1134719
955,Gefitinib,Vemurafenib,A549,C0152013
956,Gefitinib,Vemurafenib,HT29,C0338106
957,Ruxolitinib,Sunitinib,MCF7,C1134719
958,Ruxolitinib,Sunitinib,HT29,C0338106
959,Ruxolitinib,Sunitinib,HT29,C0338106
960,Ruxolitinib,Sunitinib,A549,C0152013
961,Vismodegib,Sunitinib,HT29,C0338106
962,Vismodegib,Sunitinib,MCF7,C1134719
963,Crizotinib,Sunitinib,MCF7,C1134719
964,Crizotinib,Sunitinib,A549,C0152013
965,Crizotinib,Sunitinib,HT29,C0338106
966,Vandetanib,Sunitinib,MCF7,C1134719
967,Vandetanib,Sunitinib,A549,C0152013
968,Vandetanib,Sunitinib,HT29,C0338106
969,Lenalidomide,Sunitinib,MCF7,C1134719
970,Lenalidomide,Sunitinib,HT29,C0338106
971,Vemurafenib,Sunitinib,HT29,C0338106
972,Vemurafenib,Sunitinib,A549,C0152013
973,Vemurafenib,Sunitinib,MCF7,C1134719
974,5-Fluorouracil,Pralatrexate,HT29,C0338106
975,5-Fluorouracil,Pralatrexate,MCF7,C1134719
976,5-Fluorouracil,thalidomide,HT29,C0338106
977,5-Fluorouracil,thalidomide,MCF7,C1134719
978,raloxifene,Vemurafenib,HT29,C0338106
979,raloxifene,Vemurafenib,MCF7,C1134719
980,Lenalidomide,Vemurafenib,MCF7,C1134719
981,Lenalidomide,Vemurafenib,HT29,C0338106
982,mitoxantrone,Pralatrexate,HT29,C0338106
983,mitoxantrone,Pralatrexate,MCF7,C1134719
984,5-Fluorouracil,Nilotinib,MCF7,C1134719
985,5-Fluorouracil,Nilotinib,HT29,C0338106
986,Gefitinib,Pralatrexate,MCF7,C1134719
987,Gefitinib,Pralatrexate,HT29,C0338106
988,Ruxolitinib,Pralatrexate,MCF7,C1134719
989,Ruxolitinib,Pralatrexate,HT29,C0338106
990,Vismodegib,Pralatrexate,HT29,C0338106
991,Vismodegib,Pralatrexate,MCF7,C1134719
992,Crizotinib,Pralatrexate,MCF7,C1134719
993,Crizotinib,Pralatrexate,HT29,C0338106
994,Vandetanib,Pralatrexate,HT29,C0338106
995,Vandetanib,Pralatrexate,MCF7,C1134719
996,Lenalidomide,Pralatrexate,MCF7,C1134719
997,Lenalidomide,Pralatrexate,HT29,C0338106
998,Vemurafenib,Pralatrexate,MCF7,C1134719
999,Vemurafenib,Pralatrexate,HT29,C0338106
1000,Gefitinib,allopurinol,HT29,C0338106
1001,Gefitinib,allopurinol,MCF7,C1134719
1002,Vandetanib,allopurinol,MCF7,C1134719
1003,Vandetanib,allopurinol,HT29,C0338106
1004,Vismodegib,allopurinol,HT29,C0338106
1005,Vismodegib,allopurinol,MCF7,C1134719
1006,Crizotinib,allopurinol,HT29,C0338106
1007,Crizotinib,allopurinol,MCF7,C1134719
1008,mitoxantrone,Nilotinib,A549,C0152013
1009,mitoxantrone,Nilotinib,HT29,C0338106
1010,mitoxantrone,Nilotinib,MCF7,C1134719
1011,Ruxolitinib,allopurinol,HT29,C0338106
1012,Ruxolitinib,allopurinol,MCF7,C1134719
1013,Vemurafenib,Vemurafenib,MCF7,C1134719
1014,Vemurafenib,Vemurafenib,A549,C0152013
1015,Vemurafenib,Vemurafenib,HT29,C0338106
1016,Vemurafenib,allopurinol,MCF7,C1134719
1017,Vemurafenib,allopurinol,HT29,C0338106
1018,Lenalidomide,allopurinol,HT29,C0338106
1019,Lenalidomide,allopurinol,MCF7,C1134719
1020,Ruxolitinib,Vemurafenib,A549,C0152013
1021,Ruxolitinib,Vemurafenib,HT29,C0338106
1022,Ruxolitinib,Vemurafenib,MCF7,C1134719
1023,Vandetanib,Vemurafenib,MCF7,C1134719
1024,Vandetanib,Vemurafenib,A549,C0152013
1025,Vandetanib,Vemurafenib,HT29,C0338106
1026,Vismodegib,Vemurafenib,MCF7,C1134719
1027,Vismodegib,Vemurafenib,HT29,C0338106
1028,Crizotinib,Vemurafenib,A549,C0152013
1029,Crizotinib,Vemurafenib,HT29,C0338106
1030,Crizotinib,Vemurafenib,MCF7,C1134719
1031,Ruxolitinib,letrozole,HT29,C0338106
1032,Ruxolitinib,letrozole,MCF7,C1134719
1033,Vandetanib,letrozole,HT29,C0338106
1034,Vandetanib,letrozole,MCF7,C1134719
1035,Vismodegib,letrozole,HT29,C0338106
1036,Vismodegib,letrozole,MCF7,C1134719
1037,Crizotinib,letrozole,MCF7,C1134719
1038,Crizotinib,letrozole,HT29,C0338106
1039,Vemurafenib,letrozole,HT29,C0338106
1040,Vemurafenib,letrozole,MCF7,C1134719
1041,Lenalidomide,letrozole,MCF7,C1134719
1042,Lenalidomide,letrozole,HT29,C0338106
1043,Gefitinib,letrozole,MCF7,C1134719
1044,Gefitinib,letrozole,HT29,C0338106
1045,5-Fluorouracil,allopurinol,MCF7,C1134719
1046,5-Fluorouracil,allopurinol,HT29,C0338106
1047,Gefitinib,Nilotinib,MCF7,C1134719
1048,Gefitinib,Nilotinib,A549,C0152013
1049,Gefitinib,Nilotinib,HT29,C0338106
1050,Vemurafenib,Nilotinib,A549,C0152013
1051,Vemurafenib,Nilotinib,HT29,C0338106
1052,Vemurafenib,Nilotinib,MCF7,C1134719
1053,Lenalidomide,Nilotinib,MCF7,C1134719
1054,Lenalidomide,Nilotinib,HT29,C0338106
1055,5-Fluorouracil,hydroxyurea,HT29,C0338106
1056,5-Fluorouracil,hydroxyurea,MCF7,C1134719
1057,Ruxolitinib,Nilotinib,MCF7,C1134719
1058,Ruxolitinib,Nilotinib,A549,C0152013
1059,Ruxolitinib,Nilotinib,HT29,C0338106
1060,Vandetanib,Nilotinib,A549,C0152013
1061,Vandetanib,Nilotinib,HT29,C0338106
1062,Vandetanib,Nilotinib,MCF7,C1134719
1063,Crizotinib,Nilotinib,A549,C0152013
1064,Crizotinib,Nilotinib,HT29,C0338106
1065,Crizotinib,Nilotinib,MCF7,C1134719
1066,Vismodegib,Nilotinib,HT29,C0338106
1067,Vismodegib,Nilotinib,MCF7,C1134719
1068,mitoxantrone,allopurinol,MCF7,C1134719
1069,mitoxantrone,allopurinol,HT29,C0338106
1070,mitoxantrone,letrozole,HT29,C0338106
1071,mitoxantrone,letrozole,MCF7,C1134719
1072,mitoxantrone,hydroxyurea,HT29,C0338106
1073,mitoxantrone,hydroxyurea,MCF7,C1134719
1074,Lenalidomide,hydroxyurea,MCF7,C1134719
1075,Lenalidomide,hydroxyurea,HT29,C0338106
1076,Vemurafenib,hydroxyurea,HT29,C0338106
1077,Vemurafenib,hydroxyurea,MCF7,C1134719
1078,Vismodegib,hydroxyurea,HT29,C0338106
1079,Vismodegib,hydroxyurea,MCF7,C1134719
1080,Crizotinib,hydroxyurea,MCF7,C1134719
1081,Crizotinib,hydroxyurea,HT29,C0338106
